Unnamed: 0,max_concurrent_tasks,aggregation_queries_count,id,total_queries_count,ts_submit,ts_submit_dt,elapsed_time,scaled_elapsed_time,ts_submit_dt2
694,6,4,556270339037331108,16,1161735671716,2006-10-25 00:21:11.716,35 days 01:43:17,0 days 00:15:48.846775557,2006-09-19 22:53:43.562775557
695,4,2,5693571707878304694,6,1161736309716,2006-10-25 00:31:49.716,35 days 01:53:55,0 days 00:15:49.046552747,2006-09-19 22:53:43.762552747
696,23,7,-2563258708742717784,50,1161739616716,2006-10-25 01:26:56.716,35 days 02:49:02,0 days 00:15:50.082074955,2006-09-19 22:53:44.798074955
697,37,7,-8159295881308594878,59,1161740495716,2006-10-25 01:41:35.716,35 days 03:03:41,0 days 00:15:50.357316569,2006-09-19 22:53:45.073316569
698,6,8,8951905523710267672,39,1161742039716,2006-10-25 02:07:19.716,35 days 03:29:25,0 days 00:15:50.840789895,2006-09-19 22:53:45.556789895
699,5,5,2397660112791445532,21,1161743693716,2006-10-25 02:34:53.716,35 days 03:56:59,0 days 00:15:51.358707564,2006-09-19 22:53:46.074707564
700,19,7,-6578276571606657603,77,1161745262716,2006-10-25 03:01:02.716,35 days 04:23:08,0 days 00:15:51.850009150,2006-09-19 22:53:46.566009150
701,5,5,5292434516019303329,21,1161746132716,2006-10-25 03:15:32.716,35 days 04:37:38,0 days 00:15:52.122432591,2006-09-19 22:53:46.838432591
702,4,2,6075607135446961813,6,1161747046716,2006-10-25 03:30:46.716,35 days 04:52:52,0 days 00:15:52.408633770,2006-09-19 22:53:47.124633770
703,5,5,8447079354584355724,21,1161747283716,2006-10-25 03:34:43.716,35 days 04:56:49,0 days 00:15:52.482845673,2006-09-19 22:53:47.198845673
704,41,5,8679654282884475218,61,1161748720716,2006-10-25 03:58:40.716,35 days 05:20:46,0 days 00:15:52.932814047,2006-09-19 22:53:47.648814047
705,6,8,-8051444047216928320,39,1161750011716,2006-10-25 04:20:11.716,35 days 05:42:17,0 days 00:15:53.337065383,2006-09-19 22:53:48.053065383
706,19,7,2277792750612855760,77,1161752569716,2006-10-25 05:02:49.716,35 days 06:24:55,0 days 00:15:54.138052927,2006-09-19 22:53:48.854052927
707,1,1,-5141329464057722292,1,1161752831716,2006-10-25 05:07:11.716,35 days 06:29:17,0 days 00:15:54.220093090,2006-09-19 22:53:48.936093090
708,2,3,-3996622771248079246,4,1161754396716,2006-10-25 05:33:16.716,35 days 06:55:22,0 days 00:15:54.710142154,2006-09-19 22:53:49.426142154
709,1,1,-4160315138504750505,1,1161754692716,2006-10-25 05:38:12.716,35 days 07:00:18,0 days 00:15:54.802828750,2006-09-19 22:53:49.518828750
710,2,3,6253740155378483088,4,1161754759716,2006-10-25 05:39:19.716,35 days 07:01:25,0 days 00:15:54.823808486,2006-09-19 22:53:49.539808486
711,2,3,-6447005684941424965,4,1161755092716,2006-10-25 05:44:52.716,35 days 07:06:58,0 days 00:15:54.928080907,2006-09-19 22:53:49.644080907
712,1,1,-1085340584563669447,1,1161755319716,2006-10-25 05:48:39.716,35 days 07:10:45,0 days 00:15:54.999161506,2006-09-19 22:53:49.715161506
713,2,3,-445341748868337078,4,1161755420716,2006-10-25 05:50:20.716,35 days 07:12:26,0 days 00:15:55.030787676,2006-09-19 22:53:49.746787676
714,4,2,6940838940620196521,6,1161756861716,2006-10-25 06:14:21.716,35 days 07:36:27,0 days 00:15:55.482008571,2006-09-19 22:53:50.198008571
715,27,7,5815872727650339290,57,1161759696716,2006-10-25 07:01:36.716,35 days 08:23:42,0 days 00:15:56.369733233,2006-09-19 22:53:51.085733233
716,8,3,1766622693580484844,10,1161797872716,2006-10-25 17:37:52.716,35 days 18:59:58,0 days 00:16:08.323799092,2006-09-19 22:54:03.039799092
717,1,1,-1711170520829460053,1,1161802644716,2006-10-25 18:57:24.716,35 days 20:19:30,0 days 00:16:09.818057325,2006-09-19 22:54:04.534057325
718,1,1,339820625422674854,2,1161803703716,2006-10-25 19:15:03.716,35 days 20:37:09,0 days 00:16:10.149662410,2006-09-19 22:54:04.865662410
719,4,2,1213114645766302329,6,1161804387716,2006-10-25 19:26:27.716,35 days 20:48:33,0 days 00:16:10.363843599,2006-09-19 22:54:05.079843599
720,4,2,5710859334954794373,6,1161804839716,2006-10-25 19:33:59.716,35 days 20:56:05,0 days 00:16:10.505378536,2006-09-19 22:54:05.221378536
721,4,2,-214612067151631631,6,1161805078716,2006-10-25 19:37:58.716,35 days 21:00:04,0 days 00:16:10.580216700,2006-09-19 22:54:05.296216700
722,1,1,-8003505780359832310,1,1161805136716,2006-10-25 19:38:56.716,35 days 21:01:02,0 days 00:16:10.598378262,2006-09-19 22:54:05.314378262
723,11,7,-7542918584103204644,40,1161805390716,2006-10-25 19:43:10.716,35 days 21:05:16,0 days 00:16:10.677913382,2006-09-19 22:54:05.393913382
724,6,8,5840984139859325166,39,1161805748716,2006-10-25 19:49:08.716,35 days 21:11:14,0 days 00:16:10.790014063,2006-09-19 22:54:05.506014063
725,20,2,4344108656083508935,21,1161806471716,2006-10-25 20:01:11.716,35 days 21:23:17,0 days 00:16:11.016407336,2006-09-19 22:54:05.732407336
726,29,7,-2550313898968464009,57,1161807137716,2006-10-25 20:12:17.716,35 days 21:34:23,0 days 00:16:11.224952178,2006-09-19 22:54:05.940952178
727,2,3,-668800482023495819,4,1161807413716,2006-10-25 20:16:53.716,35 days 21:38:59,0 days 00:16:11.311376166,2006-09-19 22:54:06.027376166
728,2,3,5263270661810393556,4,1161808892716,2006-10-25 20:41:32.716,35 days 22:03:38,0 days 00:16:11.774496016,2006-09-19 22:54:06.490496016
729,2,3,-8878652197271948042,4,1161809044716,2006-10-25 20:44:04.716,35 days 22:06:10,0 days 00:16:11.822091836,2006-09-19 22:54:06.538091836
730,2,3,-345578248435224113,4,1161809383716,2006-10-25 20:49:43.716,35 days 22:11:49,0 days 00:16:11.928243039,2006-09-19 22:54:06.644243039
731,4,2,-6791560847254357156,6,1161809563716,2006-10-25 20:52:43.716,35 days 22:14:49,0 days 00:16:11.984606509,2006-09-19 22:54:06.700606509
732,4,2,2019442273400265078,6,1161809635716,2006-10-25 20:53:55.716,35 days 22:16:01,0 days 00:16:12.007151898,2006-09-19 22:54:06.723151898
733,2,3,-1074468018756942199,4,1161810316716,2006-10-25 21:05:16.716,35 days 22:27:22,0 days 00:16:12.220393695,2006-09-19 22:54:06.936393695
734,6,8,5059244017513618873,39,1161810456716,2006-10-25 21:07:36.716,35 days 22:29:42,0 days 00:16:12.264231950,2006-09-19 22:54:06.980231950
735,1,5,-8031254341041779451,5,1161810823716,2006-10-25 21:13:43.716,35 days 22:35:49,0 days 00:16:12.379150804,2006-09-19 22:54:07.095150804
736,1,1,2761399511180162829,1,1161812658716,2006-10-25 21:44:18.716,35 days 23:06:24,0 days 00:16:12.953745074,2006-09-19 22:54:07.669745074
737,1,1,-4797428311530488971,1,1161814675716,2006-10-25 22:17:55.716,35 days 23:40:01,0 days 00:16:13.585329075,2006-09-19 22:54:08.301329075
738,4,2,6123047214016470792,6,1161816373716,2006-10-25 22:46:13.716,36 days 00:08:19,0 days 00:16:14.117024481,2006-09-19 22:54:08.833024481
739,23,7,135518137406643187,53,1161816758716,2006-10-25 22:52:38.716,36 days 00:14:44,0 days 00:16:14.237579682,2006-09-19 22:54:08.953579682
740,4,2,-4343045137336645800,6,1161817992716,2006-10-25 23:13:12.716,36 days 00:35:18,0 days 00:16:14.623982587,2006-09-19 22:54:09.339982587
741,4,2,6980366496584079303,6,1161818604716,2006-10-25 23:23:24.716,36 days 00:45:30,0 days 00:16:14.815618387,2006-09-19 22:54:09.531618387
742,2,1,2409775262879361696,3,1161819121716,2006-10-25 23:32:01.716,36 days 00:54:07,0 days 00:16:14.977506800,2006-09-19 22:54:09.693506800
743,6,8,-3617024766731954500,39,1161819340716,2006-10-25 23:35:40.716,36 days 00:57:46,0 days 00:16:15.046082356,2006-09-19 22:54:09.762082356
744,33,7,8775931227556274463,57,1161819583716,2006-10-25 23:39:43.716,36 days 01:01:49,0 days 00:16:15.122173041,2006-09-19 22:54:09.838173041
745,2,3,86758305741413680,4,1161820020716,2006-10-25 23:47:00.716,36 days 01:09:06,0 days 00:16:15.259011022,2006-09-19 22:54:09.975011022
746,4,2,5378040147631201679,6,1161820205716,2006-10-25 23:50:05.716,36 days 01:12:11,0 days 00:16:15.316940145,2006-09-19 22:54:10.032940145
747,34,7,573450709778040249,53,1161820342716,2006-10-25 23:52:22.716,36 days 01:14:28,0 days 00:16:15.359839009,2006-09-19 22:54:10.075839009
748,2,3,-3720782229634457984,4,1161820386716,2006-10-25 23:53:06.716,36 days 01:15:12,0 days 00:16:15.373616746,2006-09-19 22:54:10.089616746
749,9,3,4250365036641494210,11,1161820689716,2006-10-25 23:58:09.716,36 days 01:20:15,0 days 00:16:15.468495255,2006-09-19 22:54:10.184495255
750,27,7,-6887748169828121337,47,1161821866716,2006-10-26 00:17:46.716,36 days 01:39:52,0 days 00:16:15.837049727,2006-09-19 22:54:10.553049727
751,6,8,2399527208927938092,39,1161822873716,2006-10-26 00:34:33.716,36 days 01:56:39,0 days 00:16:16.152372032,2006-09-19 22:54:10.868372032
752,26,7,-302921388240220668,46,1161822896716,2006-10-26 00:34:56.716,36 days 01:57:02,0 days 00:16:16.159574031,2006-09-19 22:54:10.875574031
753,9,3,-6131920771636981422,11,1161823138716,2006-10-26 00:38:58.716,36 days 02:01:04,0 days 00:16:16.235351586,2006-09-19 22:54:10.951351586
754,27,7,6542770712955324267,47,1161823653716,2006-10-26 00:47:33.716,36 days 02:09:39,0 days 00:16:16.396613738,2006-09-19 22:54:11.112613738
755,2,3,2235472538043476856,4,1161824509716,2006-10-26 01:01:49.716,36 days 02:23:55,0 days 00:16:16.664653354,2006-09-19 22:54:11.380653354
756,37,7,-3433976446078155610,57,1161825174716,2006-10-26 01:12:54.716,36 days 02:35:00,0 days 00:16:16.872885065,2006-09-19 22:54:11.588885065
757,34,7,672626385302883728,62,1161825775716,2006-10-26 01:22:55.716,36 days 02:45:01,0 days 00:16:17.061076430,2006-09-19 22:54:11.777076430
758,4,2,7726576645702443725,6,1161826153716,2006-10-26 01:29:13.716,36 days 02:51:19,0 days 00:16:17.179439719,2006-09-19 22:54:11.895439719
759,2,3,-504810764998186937,4,1161826555716,2006-10-26 01:35:55.716,36 days 02:58:01,0 days 00:16:17.305318136,2006-09-19 22:54:12.021318136
760,8,3,-869190185507827144,10,1161827151716,2006-10-26 01:45:51.716,36 days 03:07:57,0 days 00:16:17.491943850,2006-09-19 22:54:12.207943850
761,23,7,417630594848273945,53,1161827636716,2006-10-26 01:53:56.716,36 days 03:16:02,0 days 00:16:17.643812091,2006-09-19 22:54:12.359812091
762,4,2,-2018775706628521259,6,1161828689716,2006-10-26 02:11:29.716,36 days 03:33:35,0 days 00:16:17.973538394,2006-09-19 22:54:12.689538394
763,144,8,8249676156855183746,177,1161829271716,2006-10-26 02:21:11.716,36 days 03:43:17,0 days 00:16:18.155780282,2006-09-19 22:54:12.871780282
764,144,8,1321623653146285844,177,1161830343716,2006-10-26 02:39:03.716,36 days 04:01:09,0 days 00:16:18.491456063,2006-09-19 22:54:13.207456063
765,2,3,-4232475262954085580,4,1161830986716,2006-10-26 02:49:46.716,36 days 04:11:52,0 days 00:16:18.692798905,2006-09-19 22:54:13.408798905
766,6,3,-1617893031854580742,16,1161831893716,2006-10-26 03:04:53.716,36 days 04:26:59,0 days 00:16:18.976808171,2006-09-19 22:54:13.692808171
767,2,3,-3566385528881757531,4,1161832313716,2006-10-26 03:11:53.716,36 days 04:33:59,0 days 00:16:19.108322936,2006-09-19 22:54:13.824322936
768,1,1,-2713199677145166245,1,1161833320716,2006-10-26 03:28:40.716,36 days 04:50:46,0 days 00:16:19.423645241,2006-09-19 22:54:14.139645241
769,15,1,-2569394167186506460,16,1161834696716,2006-10-26 03:51:36.716,36 days 05:13:42,0 days 00:16:19.854512661,2006-09-19 22:54:14.570512661
770,2,3,-5669990625901695405,4,1161834778716,2006-10-26 03:52:58.716,36 days 05:15:04,0 days 00:16:19.880189353,2006-09-19 22:54:14.596189353
771,2,3,4659251152542764815,4,1161835371716,2006-10-26 04:02:51.716,36 days 05:24:57,0 days 00:16:20.065875676,2006-09-19 22:54:14.781875676
772,2,1,-517446579298841428,3,1161835886716,2006-10-26 04:11:26.716,36 days 05:33:32,0 days 00:16:20.227137828,2006-09-19 22:54:14.943137828
773,2,1,8499626077296935972,3,1161836128716,2006-10-26 04:15:28.716,36 days 05:37:34,0 days 00:16:20.302915383,2006-09-19 22:54:15.018915383
774,49,1,5500130917182961533,49,1161855512716,2006-10-26 09:38:32.716,36 days 11:00:38,0 days 00:16:26.372634908,2006-09-19 22:54:21.088634908
775,1,1,2810087239224423495,1,1161855733716,2006-10-26 09:42:13.716,36 days 11:04:19,0 days 00:16:26.441836725,2006-09-19 22:54:21.157836725
776,1,1,3721083735386477043,1,1161856109716,2006-10-26 09:48:29.716,36 days 11:10:35,0 days 00:16:26.559573752,2006-09-19 22:54:21.275573752
777,1,1,1175472789533796827,1,1161856230716,2006-10-26 09:50:30.716,36 days 11:12:36,0 days 00:16:26.597462530,2006-09-19 22:54:21.313462530
778,1,1,259773960205105170,1,1161856621716,2006-10-26 09:57:01.716,36 days 11:19:07,0 days 00:16:26.719896513,2006-09-19 22:54:21.435896513
779,1,1,3630171040729810682,1,1161857137716,2006-10-26 10:05:37.716,36 days 11:27:43,0 days 00:16:26.881471796,2006-09-19 22:54:21.597471796
780,1,1,6709203089930744847,1,1161857316716,2006-10-26 10:08:36.716,36 days 11:30:42,0 days 00:16:26.937522136,2006-09-19 22:54:21.653522136
781,1,1,-2150087824128991234,1,1161857574716,2006-10-26 10:12:54.716,36 days 11:35:00,0 days 00:16:27.018309777,2006-09-19 22:54:21.734309777
782,1,1,3267229659582161968,1,1161857740716,2006-10-26 10:15:40.716,36 days 11:37:46,0 days 00:16:27.070289422,2006-09-19 22:54:21.786289422
783,1,1,-233883398776477606,1,1161858122716,2006-10-26 10:22:02.716,36 days 11:44:08,0 days 00:16:27.189905232,2006-09-19 22:54:21.905905232
784,49,1,-3935666590827582274,49,1161858337716,2006-10-26 10:25:37.716,36 days 11:47:43,0 days 00:16:27.257228267,2006-09-19 22:54:21.973228267
785,1,1,-6377221566945425745,1,1161858817716,2006-10-26 10:33:37.716,36 days 11:55:43,0 days 00:16:27.407530855,2006-09-19 22:54:22.123530855
786,1,1,-8516780456838190097,1,1161859015716,2006-10-26 10:36:55.716,36 days 11:59:01,0 days 00:16:27.469530673,2006-09-19 22:54:22.185530673
787,1,1,5943038751814629734,1,1161859248716,2006-10-26 10:40:48.716,36 days 12:02:54,0 days 00:16:27.542490054,2006-09-19 22:54:22.258490054
788,1,1,-8620636142502547881,1,1161859406716,2006-10-26 10:43:26.716,36 days 12:05:32,0 days 00:16:27.591964656,2006-09-19 22:54:22.307964656
789,1,2,-8752870680474155466,2,1161859568716,2006-10-26 10:46:08.716,36 days 12:08:14,0 days 00:16:27.642691780,2006-09-19 22:54:22.358691780
790,6,3,-7956297923246063020,17,1161888094716,2006-10-26 18:41:34.716,36 days 20:03:40,0 days 00:16:36.575049352,2006-09-19 22:54:31.291049352
791,4,2,5504965748747443844,6,1161889935716,2006-10-26 19:12:15.716,36 days 20:34:21,0 days 00:16:37.151522405,2006-09-19 22:54:31.867522405
792,1,1,-4941197597956996389,1,1161890188716,2006-10-26 19:16:28.716,36 days 20:38:34,0 days 00:16:37.230744394,2006-09-19 22:54:31.946744394
793,8,1,1849877207444523684,8,1161890501716,2006-10-26 19:21:41.716,36 days 20:43:47,0 days 00:16:37.328754207,2006-09-19 22:54:32.044754207
794,144,8,-3140451760205651223,177,1161890715716,2006-10-26 19:25:15.716,36 days 20:47:21,0 days 00:16:37.395764111,2006-09-19 22:54:32.111764111
795,4,2,2360269270900835990,6,1161895955716,2006-10-26 20:52:35.716,36 days 22:14:41,0 days 00:16:39.036567367,2006-09-19 22:54:33.752567367
796,4,2,196541197513913012,6,1161896146716,2006-10-26 20:55:46.716,36 days 22:17:52,0 days 00:16:39.096375272,2006-09-19 22:54:33.812375272
797,6,2,-3886414560199696575,9,1161896349716,2006-10-26 20:59:09.716,36 days 22:21:15,0 days 00:16:39.159940741,2006-09-19 22:54:33.875940741
798,149,8,9003268546780208749,177,1161899093716,2006-10-26 21:44:53.716,36 days 23:06:59,0 days 00:16:40.019170538,2006-09-19 22:54:34.735170538
799,1,1,-1324296085416963984,1,1161899941716,2006-10-26 21:59:01.716,36 days 23:21:07,0 days 00:16:40.284705111,2006-09-19 22:54:35.000705111
800,1,1,3769518089901784188,1,1161900241716,2006-10-26 22:04:01.716,36 days 23:26:07,0 days 00:16:40.378644228,2006-09-19 22:54:35.094644228
801,1,1,-7800061695720634341,1,1161900453716,2006-10-26 22:07:33.716,36 days 23:29:39,0 days 00:16:40.445027872,2006-09-19 22:54:35.161027872
802,1,1,-5141652689390641545,1,1161900602716,2006-10-26 22:10:02.716,36 days 23:32:08,0 days 00:16:40.491684300,2006-09-19 22:54:35.207684300
803,1,1,-1315617600421887984,1,1161901116716,2006-10-26 22:18:36.716,36 days 23:40:42,0 days 00:16:40.652633322,2006-09-19 22:54:35.368633322
804,1,5,-4908798944209121128,5,1161901266716,2006-10-26 22:21:06.716,36 days 23:43:12,0 days 00:16:40.699602881,2006-09-19 22:54:35.415602881
805,1,5,-8097617311393722176,5,1161901464716,2006-10-26 22:24:24.716,36 days 23:46:30,0 days 00:16:40.761602698,2006-09-19 22:54:35.477602698
806,1,5,2732029996758570134,5,1161901776716,2006-10-26 22:29:36.716,36 days 23:51:42,0 days 00:16:40.859299381,2006-09-19 22:54:35.575299381
807,16,1,5209818509264469669,17,1161903327716,2006-10-26 22:55:27.716,37 days 00:17:33,0 days 00:16:41.344964619,2006-09-19 22:54:36.060964619
808,2,1,-6512925080936590435,2,1161903717716,2006-10-26 23:01:57.716,37 days 00:24:03,0 days 00:16:41.467085472,2006-09-19 22:54:36.183085472
809,1,1,3455198257634420183,1,1161903750716,2006-10-26 23:02:30.716,37 days 00:24:36,0 days 00:16:41.477418775,2006-09-19 22:54:36.193418775
810,4,2,7408698923565139156,6,1161903814716,2006-10-26 23:03:34.716,37 days 00:25:40,0 days 00:16:41.497459120,2006-09-19 22:54:36.213459120
811,144,8,5964779323410025135,177,1161904184716,2006-10-26 23:09:44.716,37 days 00:31:50,0 days 00:16:41.613317366,2006-09-19 22:54:36.329317366
812,2,1,3112447811144650080,2,1161904297716,2006-10-26 23:11:37.716,37 days 00:33:43,0 days 00:16:41.648701100,2006-09-19 22:54:36.364701100
813,1,1,1377553820838817775,1,1161904369716,2006-10-26 23:12:49.716,37 days 00:34:55,0 days 00:16:41.671246488,2006-09-19 22:54:36.387246488
814,1,1,5204439687272275443,1,1161904655716,2006-10-26 23:17:35.716,37 days 00:39:41,0 days 00:16:41.760801780,2006-09-19 22:54:36.476801780
815,1,5,4071460380998396774,5,1161904973716,2006-10-26 23:22:53.716,37 days 00:44:59,0 days 00:16:41.860377245,2006-09-19 22:54:36.576377245
816,1,5,7517283279688442661,5,1161904984716,2006-10-26 23:23:04.716,37 days 00:45:10,0 days 00:16:41.863821679,2006-09-19 22:54:36.579821679
817,4,2,6803162391562890292,6,1161906640716,2006-10-26 23:50:40.716,37 days 01:12:46,0 days 00:16:42.382365609,2006-09-19 22:54:37.098365609
818,4,2,7877165893768137684,6,1161906836716,2006-10-26 23:53:56.716,37 days 01:16:02,0 days 00:16:42.443739166,2006-09-19 22:54:37.159739166
819,1,1,879269157602094688,1,1161906889716,2006-10-26 23:54:49.716,37 days 01:16:55,0 days 00:16:42.460335077,2006-09-19 22:54:37.176335077
820,4,2,-2527037624279298512,6,1161907154716,2006-10-26 23:59:14.716,37 days 01:21:20,0 days 00:16:42.543314631,2006-09-19 22:54:37.259314631
821,4,2,-6362883389673848560,6,1161907749716,2006-10-27 00:09:09.716,37 days 01:31:15,0 days 00:16:42.729627214,2006-09-19 22:54:37.445627214
822,4,3,-4857095303691308803,6,1161907915716,2006-10-27 00:11:55.716,37 days 01:34:01,0 days 00:16:42.781606859,2006-09-19 22:54:37.497606859
823,8,1,-2192798345667485268,8,1161908013716,2006-10-27 00:13:33.716,37 days 01:35:39,0 days 00:16:42.812293638,2006-09-19 22:54:37.528293638
824,4,2,-3716614862230560146,6,1161908143716,2006-10-27 00:15:43.716,37 days 01:37:49,0 days 00:16:42.853000589,2006-09-19 22:54:37.569000589
825,8,1,-1768856751749105458,8,1161908732716,2006-10-27 00:25:32.716,37 days 01:47:38,0 days 00:16:43.037434390,2006-09-19 22:54:37.753434390
826,1,1,5196595154134242655,1,1161910314716,2006-10-27 00:51:54.716,37 days 02:14:00,0 days 00:16:43.532806671,2006-09-19 22:54:38.248806671
827,1,1,8797949588442830123,1,1161910994716,2006-10-27 01:03:14.716,37 days 02:25:20,0 days 00:16:43.745735338,2006-09-19 22:54:38.461735338
828,4,2,-741334996324012520,6,1161911623716,2006-10-27 01:13:43.716,37 days 02:35:49,0 days 00:16:43.942694354,2006-09-19 22:54:38.658694354
829,149,8,-6483001602125099164,177,1161914019716,2006-10-27 01:53:39.716,37 days 03:15:45,0 days 00:16:44.692954774,2006-09-19 22:54:39.408954774
830,1,5,-979066708919880121,5,1161916635716,2006-10-27 02:37:15.716,37 days 03:59:21,0 days 00:16:45.512103881,2006-09-19 22:54:40.228103881
831,1,1,-137671102121550499,1,1161930030716,2006-10-27 06:20:30.716,37 days 07:42:36,0 days 00:16:49.706485487,2006-09-19 22:54:44.422485487
832,1,1,8567557906425586278,1,1161930353716,2006-10-27 06:25:53.716,37 days 07:47:59,0 days 00:16:49.807626603,2006-09-19 22:54:44.523626603
833,1,3,-9133514995162653023,4,1161931392716,2006-10-27 06:43:12.716,37 days 08:05:18,0 days 00:16:50.132969081,2006-09-19 22:54:44.848969081
834,1,5,6534180678847611105,5,1161931534716,2006-10-27 06:45:34.716,37 days 08:07:40,0 days 00:16:50.177433597,2006-09-19 22:54:44.893433597
835,1,5,4893174237012388787,5,1161931867716,2006-10-27 06:51:07.716,37 days 08:13:13,0 days 00:16:50.281706017,2006-09-19 22:54:44.997706017
836,1,1,-4948365482222250279,1,1161932151716,2006-10-27 06:55:51.716,37 days 08:17:57,0 days 00:16:50.370635049,2006-09-19 22:54:45.086635049
837,50,2,7742914840073917423,51,1161934426716,2006-10-27 07:33:46.716,37 days 08:55:52,0 days 00:16:51.083006691,2006-09-19 22:54:45.799006691
838,4,2,6578328684829105804,6,1161935161716,2006-10-27 07:46:01.716,37 days 09:08:07,0 days 00:16:51.313157530,2006-09-19 22:54:46.029157530
839,1,1,8071319183818634539,1,1161935727716,2006-10-27 07:55:27.716,37 days 09:17:33,0 days 00:16:51.490389332,2006-09-19 22:54:46.206389332
840,4,2,2371670051462625884,6,1161936170716,2006-10-27 08:02:50.716,37 days 09:24:56,0 days 00:16:51.629106096,2006-09-19 22:54:46.345106096
841,15,8,-4438452575779330584,39,1161937126716,2006-10-27 08:18:46.716,37 days 09:40:52,0 days 00:16:51.928458751,2006-09-19 22:54:46.644458751
842,4,2,-6547671515544478633,6,1161937269716,2006-10-27 08:21:09.716,37 days 09:43:15,0 days 00:16:51.973236397,2006-09-19 22:54:46.689236397
843,1,1,3138489066256695885,1,1161975840716,2006-10-27 19:04:00.716,37 days 20:26:06,0 days 00:17:04.050988761,2006-09-19 22:54:58.766988761
844,1,1,503889133850079103,1,1161976090716,2006-10-27 19:08:10.716,37 days 20:30:16,0 days 00:17:04.129271359,2006-09-19 22:54:58.845271359
845,1,1,1135139132439163979,1,1161976790716,2006-10-27 19:19:50.716,37 days 20:41:56,0 days 00:17:04.348462634,2006-09-19 22:54:59.064462634
846,8,3,-5086135288929605343,10,1161978952716,2006-10-27 19:55:52.716,37 days 21:17:58,0 days 00:17:05.025450542,2006-09-19 22:54:59.741450542
847,1,1,16876020504362708,1,1161979615716,2006-10-27 20:06:55.716,37 days 21:29:01,0 days 00:17:05.233055992,2006-09-19 22:54:59.949055992
848,8,3,8748264215446684088,10,1161979706716,2006-10-27 20:08:26.716,37 days 21:30:32,0 days 00:17:05.261550858,2006-09-19 22:54:59.977550858
849,8,3,3366179432333618747,10,1161980105716,2006-10-27 20:15:05.716,37 days 21:37:11,0 days 00:17:05.386489884,2006-09-19 22:55:00.102489884
850,1,1,-8885436029116836331,1,1161980293716,2006-10-27 20:18:13.716,37 days 21:40:19,0 days 00:17:05.445358398,2006-09-19 22:55:00.161358398
851,1,1,1676727628622079189,1,1161980632716,2006-10-27 20:23:52.716,37 days 21:45:58,0 days 00:17:05.551509601,2006-09-19 22:55:00.267509601
852,1,1,-7772814824143232005,1,1161980779716,2006-10-27 20:26:19.716,37 days 21:48:25,0 days 00:17:05.597539769,2006-09-19 22:55:00.313539769
853,1,1,677907433782796812,1,1161980886716,2006-10-27 20:28:06.716,37 days 21:50:12,0 days 00:17:05.631044721,2006-09-19 22:55:00.347044721
854,8,3,6347628414995370868,10,1161980986716,2006-10-27 20:29:46.716,37 days 21:51:52,0 days 00:17:05.662357760,2006-09-19 22:55:00.378357760
855,1,1,-8377422567958754318,1,1161981720716,2006-10-27 20:42:00.716,37 days 22:04:06,0 days 00:17:05.892195468,2006-09-19 22:55:00.608195468
856,8,3,3382156242802614209,10,1161982426716,2006-10-27 20:53:46.716,37 days 22:15:52,0 days 00:17:06.113265525,2006-09-19 22:55:00.829265525
857,8,3,7630942851354313271,10,1161982578716,2006-10-27 20:56:18.716,37 days 22:18:24,0 days 00:17:06.160861345,2006-09-19 22:55:00.876861345
858,1,1,7301595983684824398,1,1161983114716,2006-10-27 21:05:14.716,37 days 22:27:20,0 days 00:17:06.328699235,2006-09-19 22:55:01.044699235
859,1,1,2751932350393182432,1,1161983347716,2006-10-27 21:09:07.716,37 days 22:31:13,0 days 00:17:06.401658616,2006-09-19 22:55:01.117658616
860,1,1,2433223427136493180,1,1161984571716,2006-10-27 21:29:31.716,37 days 22:51:37,0 days 00:17:06.784930217,2006-09-19 22:55:01.500930217
861,1,1,-2695542279408635751,1,1161985606716,2006-10-27 21:46:46.716,37 days 23:08:52,0 days 00:17:07.109020173,2006-09-19 22:55:01.825020173
862,1,1,-5242376551133822935,1,1161986096716,2006-10-27 21:54:56.716,37 days 23:17:02,0 days 00:17:07.262454065,2006-09-19 22:55:01.978454065
863,1,3,-7265493019543649756,3,1161986872716,2006-10-27 22:07:52.716,37 days 23:29:58,0 days 00:17:07.505443249,2006-09-19 22:55:02.221443249
864,1,1,-3612193436341887950,1,1161988119716,2006-10-27 22:28:39.716,37 days 23:50:45,0 days 00:17:07.895916849,2006-09-19 22:55:02.611916849
865,4,2,-6496664588176722015,6,1161988348716,2006-10-27 22:32:28.716,37 days 23:54:34,0 days 00:17:07.967623709,2006-09-19 22:55:02.683623709
866,144,8,7288240218759181106,177,1161989173716,2006-10-27 22:46:13.716,38 days 00:08:19,0 days 00:17:08.225956282,2006-09-19 22:55:02.941956282
867,6,2,9077242802624359246,9,1161991995716,2006-10-27 23:33:15.716,38 days 00:55:21,0 days 00:17:09.109610250,2006-09-19 22:55:03.825610250
868,8,3,-3876757101936427741,10,1161992677716,2006-10-27 23:44:37.716,38 days 01:06:43,0 days 00:17:09.323165177,2006-09-19 22:55:04.039165177
869,144,8,-6972354658240907796,177,1161996970716,2006-10-28 00:56:10.716,38 days 02:18:16,0 days 00:17:10.667433952,2006-09-19 22:55:05.383433952
870,1,1,7123674094121553185,1,1161997701716,2006-10-28 01:08:21.716,38 days 02:30:27,0 days 00:17:10.896332268,2006-09-19 22:55:05.612332268
