target,feature,importance
last_name_queries_count,standard_queries_count_lag_5,0.0006284573
last_name_queries_count,standard_queries_count_lag_10,0.00015897841
last_name_queries_count,first_name_queries_count_lag_1,0.00077271846
last_name_queries_count,first_name_queries_count_lag_2,0.002539483
last_name_queries_count,first_name_queries_count_lag_3,0.00015995529
last_name_queries_count,first_name_queries_count_lag_5,0.0012522641
last_name_queries_count,first_name_queries_count_lag_10,0.00026436284
last_name_queries_count,last_name_queries_count_lag_1,0.007474653
last_name_queries_count,last_name_queries_count_lag_2,0.004247126
last_name_queries_count,last_name_queries_count_lag_3,0.0007916752
last_name_queries_count,last_name_queries_count_lag_5,0.0005052597
last_name_queries_count,last_name_queries_count_lag_10,9.866446e-05
last_name_queries_count,country_queries_count_lag_1,0.0046384037
last_name_queries_count,country_queries_count_lag_2,0.0049354197
last_name_queries_count,country_queries_count_lag_3,0.000119161945
last_name_queries_count,country_queries_count_lag_5,1.1789805e-05
last_name_queries_count,country_queries_count_lag_10,0.00016254904
last_name_queries_count,other_queries_count_lag_1,0.0067570833
last_name_queries_count,other_queries_count_lag_2,0.0006547188
last_name_queries_count,other_queries_count_lag_3,0.0012350698
last_name_queries_count,other_queries_count_lag_5,2.864896e-05
last_name_queries_count,other_queries_count_lag_10,0.00056267227
last_name_queries_count,total_queries_count_rolling_mean_3,0.12343589
last_name_queries_count,total_queries_count_rolling_std_3,0.006224496
last_name_queries_count,total_queries_count_rolling_min_3,0.0075935153
last_name_queries_count,total_queries_count_rolling_max_3,0.06814022
last_name_queries_count,total_queries_count_rolling_mean_5,0.027760575
last_name_queries_count,total_queries_count_rolling_std_5,0.024274904
last_name_queries_count,total_queries_count_rolling_min_5,0.00096845324
last_name_queries_count,total_queries_count_rolling_max_5,0.032147612
last_name_queries_count,total_queries_count_rolling_mean_10,0.017183788
last_name_queries_count,total_queries_count_rolling_std_10,0.0067968504
last_name_queries_count,total_queries_count_rolling_min_10,0.00031029808
last_name_queries_count,total_queries_count_rolling_max_10,0.0029065826
last_name_queries_count,total_queries_count_rolling_mean_20,0.00011179148
last_name_queries_count,total_queries_count_rolling_std_20,0.0015198234
last_name_queries_count,total_queries_count_rolling_min_20,0.00020241694
last_name_queries_count,total_queries_count_rolling_max_20,0.00051398383
last_name_queries_count,aggregation_queries_count_rolling_mean_3,0.00129768
last_name_queries_count,aggregation_queries_count_rolling_std_3,0.00022604212
last_name_queries_count,aggregation_queries_count_rolling_min_3,0.002829126
last_name_queries_count,aggregation_queries_count_rolling_max_3,0.0012558812
last_name_queries_count,aggregation_queries_count_rolling_mean_5,0.012266556
last_name_queries_count,aggregation_queries_count_rolling_std_5,0.00081009814
last_name_queries_count,aggregation_queries_count_rolling_min_5,0.0010488394
last_name_queries_count,aggregation_queries_count_rolling_max_5,0.0008607717
last_name_queries_count,aggregation_queries_count_rolling_mean_10,0.0018274435
last_name_queries_count,aggregation_queries_count_rolling_std_10,0.0002585306
last_name_queries_count,aggregation_queries_count_rolling_min_10,0.0008593497
last_name_queries_count,aggregation_queries_count_rolling_max_10,0.0029503775
last_name_queries_count,aggregation_queries_count_rolling_mean_20,0.0046597496
last_name_queries_count,aggregation_queries_count_rolling_std_20,0.008797809
last_name_queries_count,aggregation_queries_count_rolling_min_20,6.105911e-05
last_name_queries_count,aggregation_queries_count_rolling_max_20,0.0020674383
last_name_queries_count,aggregation_queries_count_ratio_lag1,0.0001913728
last_name_queries_count,standard_queries_count_ratio_lag1,0.00016693374
last_name_queries_count,first_name_queries_count_ratio_lag1,0.004877331
last_name_queries_count,last_name_queries_count_ratio_lag1,0.00025814387
last_name_queries_count,country_queries_count_ratio_lag1,0.00042434907
last_name_queries_count,other_queries_count_ratio_lag1,7.699659e-05
last_name_queries_count,total_queries_count_aggregation_queries_count_rolling_corr_10,0.0014957949
last_name_queries_count,total_queries_count_standard_queries_count_rolling_corr_10,0.00380331
last_name_queries_count,total_queries_count_first_name_queries_count_rolling_corr_10,0.0003666264
last_name_queries_count,total_queries_count_last_name_queries_count_rolling_corr_10,0.0008493648
last_name_queries_count,total_queries_count_country_queries_count_rolling_corr_10,0.0015219884
last_name_queries_count,total_queries_count_other_queries_count_rolling_corr_10,0.00047157417
last_name_queries_count,aggregation_queries_count_standard_queries_count_rolling_corr_10,0.0019481413
last_name_queries_count,aggregation_queries_count_first_name_queries_count_rolling_corr_10,0.00065665186
last_name_queries_count,aggregation_queries_count_last_name_queries_count_rolling_corr_10,0.0005395282
last_name_queries_count,aggregation_queries_count_country_queries_count_rolling_corr_10,0.00038124082
last_name_queries_count,aggregation_queries_count_other_queries_count_rolling_corr_10,0.00023043389
last_name_queries_count,standard_queries_count_first_name_queries_count_rolling_corr_10,0.000644632
last_name_queries_count,standard_queries_count_last_name_queries_count_rolling_corr_10,0.0007427427
last_name_queries_count,standard_queries_count_country_queries_count_rolling_corr_10,0.0008531466
last_name_queries_count,standard_queries_count_other_queries_count_rolling_corr_10,0.00023017604
last_name_queries_count,first_name_queries_count_last_name_queries_count_rolling_corr_10,0.00017955039
last_name_queries_count,first_name_queries_count_country_queries_count_rolling_corr_10,0.00046563553
last_name_queries_count,first_name_queries_count_other_queries_count_rolling_corr_10,0.00035515783
last_name_queries_count,last_name_queries_count_country_queries_count_rolling_corr_10,0.0004073108
last_name_queries_count,last_name_queries_count_other_queries_count_rolling_corr_10,0.0002737447
last_name_queries_count,country_queries_count_other_queries_count_rolling_corr_10,0.00026180467
last_name_queries_count,total_queries_count_trend_5,0.2511656
last_name_queries_count,total_queries_count_trend_10,0.03847734
last_name_queries_count,total_queries_count_trend_20,0.00013079267
last_name_queries_count,aggregation_queries_count_trend_5,0.06660547
last_name_queries_count,aggregation_queries_count_trend_10,0.00018090416
last_name_queries_count,aggregation_queries_count_trend_20,0.00011987731
last_name_queries_count,total_queries_count_pct_change_1,0.024717994
last_name_queries_count,total_queries_count_pct_change_3,0.0006888979
last_name_queries_count,total_queries_count_pct_change_5,0.00097532914
last_name_queries_count,aggregation_queries_count_pct_change_1,0.0004044249
last_name_queries_count,aggregation_queries_count_pct_change_3,0.0006774332
last_name_queries_count,aggregation_queries_count_pct_change_5,0.00020210784
last_name_queries_count,standard_queries_count_pct_change_1,0.01604644
last_name_queries_count,standard_queries_count_pct_change_3,0.0019238062
last_name_queries_count,standard_queries_count_pct_change_5,0.00039198532
last_name_queries_count,first_name_queries_count_pct_change_1,0.0006563618
last_name_queries_count,first_name_queries_count_pct_change_3,0.0025457898
last_name_queries_count,first_name_queries_count_pct_change_5,0.00046865953
last_name_queries_count,last_name_queries_count_pct_change_1,0.03170251
last_name_queries_count,last_name_queries_count_pct_change_3,0.0027670027
last_name_queries_count,last_name_queries_count_pct_change_5,0.0013192479
last_name_queries_count,country_queries_count_pct_change_1,0.033641547
last_name_queries_count,country_queries_count_pct_change_3,0.00313723
last_name_queries_count,country_queries_count_pct_change_5,0.00015311115
last_name_queries_count,other_queries_count_pct_change_1,0.022070013
last_name_queries_count,other_queries_count_pct_change_3,0.00017150493
last_name_queries_count,other_queries_count_pct_change_5,0.0001263653
country_queries_count,ts_submit,0.0012828221
country_queries_count,hour,0.0055535273
country_queries_count,day_of_week,0.00597735
country_queries_count,day_of_month,0.00051290955
country_queries_count,hour_sin,0.0006319526
country_queries_count,hour_cos,0.00045807517
country_queries_count,dow_sin,8.705047e-05
country_queries_count,dow_cos,8.6715234e-05
country_queries_count,total_queries_count_lag_1,0.013044343
country_queries_count,total_queries_count_lag_2,0.010929298
country_queries_count,total_queries_count_lag_3,0.0004103784
country_queries_count,total_queries_count_lag_5,0.00040435774
country_queries_count,total_queries_count_lag_10,0.0032298919
country_queries_count,aggregation_queries_count_lag_1,0.001295688
country_queries_count,aggregation_queries_count_lag_2,0.003340831
country_queries_count,aggregation_queries_count_lag_3,0.0007119744
country_queries_count,aggregation_queries_count_lag_5,6.017183e-05
country_queries_count,aggregation_queries_count_lag_10,0.0002711579
country_queries_count,standard_queries_count_lag_1,0.013215938
country_queries_count,standard_queries_count_lag_2,0.013563363
country_queries_count,standard_queries_count_lag_3,0.0003011786
country_queries_count,standard_queries_count_lag_5,5.3416486e-05
country_queries_count,standard_queries_count_lag_10,7.0833135e-05
country_queries_count,first_name_queries_count_lag_1,0.003146255
country_queries_count,first_name_queries_count_lag_2,0.0014773492
country_queries_count,first_name_queries_count_lag_3,0.000115044364
country_queries_count,first_name_queries_count_lag_5,0.00027113734
country_queries_count,first_name_queries_count_lag_10,7.817682e-05
country_queries_count,last_name_queries_count_lag_1,0.004186394
country_queries_count,last_name_queries_count_lag_2,0.0032492513
country_queries_count,last_name_queries_count_lag_3,0.0002991188
country_queries_count,last_name_queries_count_lag_5,9.806043e-05
country_queries_count,last_name_queries_count_lag_10,0.0010041348
country_queries_count,country_queries_count_lag_1,0.0029442525
country_queries_count,country_queries_count_lag_2,0.010580634
country_queries_count,country_queries_count_lag_3,0.00017300196
country_queries_count,country_queries_count_lag_5,0.0002559837
country_queries_count,country_queries_count_lag_10,7.033432e-06
country_queries_count,other_queries_count_lag_1,0.0045846575
country_queries_count,other_queries_count_lag_2,0.0029972913
country_queries_count,other_queries_count_lag_3,0.00026601195
country_queries_count,other_queries_count_lag_5,5.497149e-05
country_queries_count,other_queries_count_lag_10,2.838508e-05
country_queries_count,total_queries_count_rolling_mean_3,0.12289435
country_queries_count,total_queries_count_rolling_std_3,0.007506222
country_queries_count,total_queries_count_rolling_min_3,0.01205199
country_queries_count,total_queries_count_rolling_max_3,0.08321697
country_queries_count,total_queries_count_rolling_mean_5,0.024649905
country_queries_count,total_queries_count_rolling_std_5,0.0046453406
country_queries_count,total_queries_count_rolling_min_5,0.0004339879
country_queries_count,total_queries_count_rolling_max_5,0.013521617
country_queries_count,total_queries_count_rolling_mean_10,0.016322484
country_queries_count,total_queries_count_rolling_std_10,0.011445207
country_queries_count,total_queries_count_rolling_min_10,0.00061080867
country_queries_count,total_queries_count_rolling_max_10,0.011576797
country_queries_count,total_queries_count_rolling_mean_20,0.0006532692
country_queries_count,total_queries_count_rolling_std_20,0.007012133
country_queries_count,total_queries_count_rolling_min_20,0.00054562115
country_queries_count,total_queries_count_rolling_max_20,0.00033710714
country_queries_count,aggregation_queries_count_rolling_mean_3,0.018445607
country_queries_count,aggregation_queries_count_rolling_std_3,0.00024194653
country_queries_count,aggregation_queries_count_rolling_min_3,0.0022062252
country_queries_count,aggregation_queries_count_rolling_max_3,0.00013638093
country_queries_count,aggregation_queries_count_rolling_mean_5,0.0015180457
country_queries_count,aggregation_queries_count_rolling_std_5,0.0007853269
country_queries_count,aggregation_queries_count_rolling_min_5,0.00043202427
country_queries_count,aggregation_queries_count_rolling_max_5,0.0055475603
country_queries_count,aggregation_queries_count_rolling_mean_10,0.0001742732
country_queries_count,aggregation_queries_count_rolling_std_10,0.0003222597
country_queries_count,aggregation_queries_count_rolling_min_10,7.1290124e-05
country_queries_count,aggregation_queries_count_rolling_max_10,0.004248342
country_queries_count,aggregation_queries_count_rolling_mean_20,0.00039881244
country_queries_count,aggregation_queries_count_rolling_std_20,0.0036298784
country_queries_count,aggregation_queries_count_rolling_min_20,0.00025172747
country_queries_count,aggregation_queries_count_rolling_max_20,6.853772e-05
country_queries_count,aggregation_queries_count_ratio_lag1,5.0901894e-05
country_queries_count,standard_queries_count_ratio_lag1,0.00035207887
country_queries_count,first_name_queries_count_ratio_lag1,0.0003914412
country_queries_count,last_name_queries_count_ratio_lag1,0.00010916011
country_queries_count,country_queries_count_ratio_lag1,0.00086180697
country_queries_count,other_queries_count_ratio_lag1,6.8021465e-05
country_queries_count,total_queries_count_aggregation_queries_count_rolling_corr_10,0.0005940372
country_queries_count,total_queries_count_standard_queries_count_rolling_corr_10,0.0006101217
country_queries_count,total_queries_count_first_name_queries_count_rolling_corr_10,0.0004707053
country_queries_count,total_queries_count_last_name_queries_count_rolling_corr_10,0.0004888409
country_queries_count,total_queries_count_country_queries_count_rolling_corr_10,0.00021505028
country_queries_count,total_queries_count_other_queries_count_rolling_corr_10,0.00037583776
country_queries_count,aggregation_queries_count_standard_queries_count_rolling_corr_10,9.080004e-06
country_queries_count,aggregation_queries_count_first_name_queries_count_rolling_corr_10,7.81109e-05
country_queries_count,aggregation_queries_count_last_name_queries_count_rolling_corr_10,0.00011954981
country_queries_count,aggregation_queries_count_country_queries_count_rolling_corr_10,4.4111628e-05
country_queries_count,aggregation_queries_count_other_queries_count_rolling_corr_10,0.00017405069
country_queries_count,standard_queries_count_first_name_queries_count_rolling_corr_10,0.00034192036
country_queries_count,standard_queries_count_last_name_queries_count_rolling_corr_10,4.065956e-05
country_queries_count,standard_queries_count_country_queries_count_rolling_corr_10,0.000647933
country_queries_count,standard_queries_count_other_queries_count_rolling_corr_10,0.00016035003
country_queries_count,first_name_queries_count_last_name_queries_count_rolling_corr_10,1.7858327e-05
country_queries_count,first_name_queries_count_country_queries_count_rolling_corr_10,0.00070743886
country_queries_count,first_name_queries_count_other_queries_count_rolling_corr_10,3.0879324e-05
country_queries_count,last_name_queries_count_country_queries_count_rolling_corr_10,1.8929362e-05
country_queries_count,last_name_queries_count_other_queries_count_rolling_corr_10,0.00012723409
country_queries_count,country_queries_count_other_queries_count_rolling_corr_10,0.00010134955
country_queries_count,total_queries_count_trend_5,0.2898304
country_queries_count,total_queries_count_trend_10,0.009004631
country_queries_count,total_queries_count_trend_20,0.0007933426
country_queries_count,aggregation_queries_count_trend_5,0.065607205
country_queries_count,aggregation_queries_count_trend_10,8.381399e-05
country_queries_count,aggregation_queries_count_trend_20,2.6979997e-05
country_queries_count,total_queries_count_pct_change_1,0.046537034
country_queries_count,total_queries_count_pct_change_3,0.0012871685
country_queries_count,total_queries_count_pct_change_5,0.0011659001
country_queries_count,aggregation_queries_count_pct_change_1,0.00090142054
country_queries_count,aggregation_queries_count_pct_change_3,0.00031367457
country_queries_count,aggregation_queries_count_pct_change_5,3.672821e-05
country_queries_count,standard_queries_count_pct_change_1,0.014050725
country_queries_count,standard_queries_count_pct_change_3,0.0006700298
country_queries_count,standard_queries_count_pct_change_5,0.00078939286
country_queries_count,first_name_queries_count_pct_change_1,0.013956042
country_queries_count,first_name_queries_count_pct_change_3,0.00787054
country_queries_count,first_name_queries_count_pct_change_5,0.00039658023
country_queries_count,last_name_queries_count_pct_change_1,0.007327417
country_queries_count,last_name_queries_count_pct_change_3,0.0036041506
country_queries_count,last_name_queries_count_pct_change_5,0.0001206449
country_queries_count,country_queries_count_pct_change_1,0.036616426
country_queries_count,country_queries_count_pct_change_3,0.0028883715
country_queries_count,country_queries_count_pct_change_5,0.00038827726
country_queries_count,other_queries_count_pct_change_1,0.01951344
country_queries_count,other_queries_count_pct_change_3,0.0012460615
country_queries_count,other_queries_count_pct_change_5,0.0005537327
other_queries_count,ts_submit,0.0014592041
other_queries_count,hour,0.003938013
other_queries_count,day_of_week,0.0014561757
other_queries_count,day_of_month,0.0005139098
other_queries_count,hour_sin,0.00062891975
other_queries_count,hour_cos,0.0048546037
other_queries_count,dow_sin,0.0002729695
other_queries_count,dow_cos,0.0022236716
other_queries_count,total_queries_count_lag_1,0.011623455
other_queries_count,total_queries_count_lag_2,0.005990171
other_queries_count,total_queries_count_lag_3,0.0010551652
other_queries_count,total_queries_count_lag_5,0.0008207705
other_queries_count,total_queries_count_lag_10,0.0012562008
other_queries_count,aggregation_queries_count_lag_1,0.005411746
other_queries_count,aggregation_queries_count_lag_2,0.0011371318
other_queries_count,aggregation_queries_count_lag_3,0.000599626
other_queries_count,aggregation_queries_count_lag_5,0.0019882831
other_queries_count,aggregation_queries_count_lag_10,0.0003824719
other_queries_count,standard_queries_count_lag_1,0.0069986335
other_queries_count,standard_queries_count_lag_2,0.008765786
other_queries_count,standard_queries_count_lag_3,0.00083163567
other_queries_count,standard_queries_count_lag_5,0.0001808959
other_queries_count,standard_queries_count_lag_10,6.150956e-05
other_queries_count,first_name_queries_count_lag_1,0.00084493426
other_queries_count,first_name_queries_count_lag_2,0.0038423787
other_queries_count,first_name_queries_count_lag_3,0.00034607612
other_queries_count,first_name_queries_count_lag_5,0.0003047817
other_queries_count,first_name_queries_count_lag_10,8.237149e-05
other_queries_count,last_name_queries_count_lag_1,0.0030643255
other_queries_count,last_name_queries_count_lag_2,0.0016920727
other_queries_count,last_name_queries_count_lag_3,0.0028488482
other_queries_count,last_name_queries_count_lag_5,0.00072099693
other_queries_count,last_name_queries_count_lag_10,0.00026563744
other_queries_count,country_queries_count_lag_1,0.003838945
other_queries_count,country_queries_count_lag_2,0.0069163353
other_queries_count,country_queries_count_lag_3,0.00083024974
other_queries_count,country_queries_count_lag_5,0.0018998717
other_queries_count,country_queries_count_lag_10,6.0179764e-06
other_queries_count,other_queries_count_lag_1,0.003932827
other_queries_count,other_queries_count_lag_2,0.008926736
other_queries_count,other_queries_count_lag_3,0.000627544
other_queries_count,other_queries_count_lag_5,0.0007265692
other_queries_count,other_queries_count_lag_10,0.00011097907
other_queries_count,total_queries_count_rolling_mean_3,0.109834
other_queries_count,total_queries_count_rolling_std_3,0.01571465
other_queries_count,total_queries_count_rolling_min_3,0.009346137
other_queries_count,total_queries_count_rolling_max_3,0.13756227
other_queries_count,total_queries_count_rolling_mean_5,0.016701544
other_queries_count,total_queries_count_rolling_std_5,0.006951377
other_queries_count,total_queries_count_rolling_min_5,0.00015261154
other_queries_count,total_queries_count_rolling_max_5,0.039382264
other_queries_count,total_queries_count_rolling_mean_10,0.017953956
other_queries_count,total_queries_count_rolling_std_10,0.027218087
other_queries_count,total_queries_count_rolling_min_10,0.0002001496
other_queries_count,total_queries_count_rolling_max_10,0.00077511877
other_queries_count,total_queries_count_rolling_mean_20,0.00055133196
other_queries_count,total_queries_count_rolling_std_20,0.0034766414
other_queries_count,total_queries_count_rolling_min_20,0.00010426318
other_queries_count,total_queries_count_rolling_max_20,0.00075776695
other_queries_count,aggregation_queries_count_rolling_mean_3,0.000616356
other_queries_count,aggregation_queries_count_rolling_std_3,0.00039825574
other_queries_count,aggregation_queries_count_rolling_min_3,0.0015355144
other_queries_count,aggregation_queries_count_rolling_max_3,0.003975056
other_queries_count,aggregation_queries_count_rolling_mean_5,0.0006576409
other_queries_count,aggregation_queries_count_rolling_std_5,0.00051796046
other_queries_count,aggregation_queries_count_rolling_min_5,0.00065365713
other_queries_count,aggregation_queries_count_rolling_max_5,0.00046332265
other_queries_count,aggregation_queries_count_rolling_mean_10,0.0001811607
other_queries_count,aggregation_queries_count_rolling_std_10,0.0002803569
other_queries_count,aggregation_queries_count_rolling_min_10,0.00024800768
other_queries_count,aggregation_queries_count_rolling_max_10,0.00091326167
other_queries_count,aggregation_queries_count_rolling_mean_20,0.0021067117
other_queries_count,aggregation_queries_count_rolling_std_20,0.00059869466
other_queries_count,aggregation_queries_count_rolling_min_20,6.952929e-05
other_queries_count,aggregation_queries_count_rolling_max_20,0.0005000845
other_queries_count,aggregation_queries_count_ratio_lag1,7.945152e-05
other_queries_count,standard_queries_count_ratio_lag1,8.1126534e-05
other_queries_count,first_name_queries_count_ratio_lag1,0.010226641
other_queries_count,last_name_queries_count_ratio_lag1,0.0010261971
other_queries_count,country_queries_count_ratio_lag1,0.00023807956
other_queries_count,other_queries_count_ratio_lag1,0.00020332544
other_queries_count,total_queries_count_aggregation_queries_count_rolling_corr_10,0.00037768175
other_queries_count,total_queries_count_standard_queries_count_rolling_corr_10,0.0008230537
other_queries_count,total_queries_count_first_name_queries_count_rolling_corr_10,0.00055318745
other_queries_count,total_queries_count_last_name_queries_count_rolling_corr_10,0.00026801467
other_queries_count,total_queries_count_country_queries_count_rolling_corr_10,0.0004293278
other_queries_count,total_queries_count_other_queries_count_rolling_corr_10,0.0010103633
other_queries_count,aggregation_queries_count_standard_queries_count_rolling_corr_10,9.822117e-06
other_queries_count,aggregation_queries_count_first_name_queries_count_rolling_corr_10,0.0019504717
other_queries_count,aggregation_queries_count_last_name_queries_count_rolling_corr_10,0.00031379084
other_queries_count,aggregation_queries_count_country_queries_count_rolling_corr_10,0.00010611319
other_queries_count,aggregation_queries_count_other_queries_count_rolling_corr_10,0.00038726538
other_queries_count,standard_queries_count_first_name_queries_count_rolling_corr_10,0.00091506675
other_queries_count,standard_queries_count_last_name_queries_count_rolling_corr_10,0.00022508808
other_queries_count,standard_queries_count_country_queries_count_rolling_corr_10,0.00067397195
other_queries_count,standard_queries_count_other_queries_count_rolling_corr_10,0.0015657903
other_queries_count,first_name_queries_count_last_name_queries_count_rolling_corr_10,0.0005327519
other_queries_count,first_name_queries_count_country_queries_count_rolling_corr_10,0.00049047207
other_queries_count,first_name_queries_count_other_queries_count_rolling_corr_10,0.00042560697
other_queries_count,last_name_queries_count_country_queries_count_rolling_corr_10,0.0016999451
other_queries_count,last_name_queries_count_other_queries_count_rolling_corr_10,0.00021408126
other_queries_count,country_queries_count_other_queries_count_rolling_corr_10,0.0005144676
other_queries_count,total_queries_count_trend_5,0.252407
other_queries_count,total_queries_count_trend_10,0.025122685
other_queries_count,total_queries_count_trend_20,0.00022273343
other_queries_count,aggregation_queries_count_trend_5,0.061893854
other_queries_count,aggregation_queries_count_trend_10,0.00029935513
other_queries_count,aggregation_queries_count_trend_20,0.00010540931
other_queries_count,total_queries_count_pct_change_1,0.02116333
other_queries_count,total_queries_count_pct_change_3,0.0009492812
other_queries_count,total_queries_count_pct_change_5,0.0036836918
other_queries_count,aggregation_queries_count_pct_change_1,0.00077535235
other_queries_count,aggregation_queries_count_pct_change_3,0.0006586899
other_queries_count,aggregation_queries_count_pct_change_5,0.0001759411
other_queries_count,standard_queries_count_pct_change_1,0.007398675
other_queries_count,standard_queries_count_pct_change_3,0.0031128486
other_queries_count,standard_queries_count_pct_change_5,0.0006795604
other_queries_count,first_name_queries_count_pct_change_1,0.0022980063
other_queries_count,first_name_queries_count_pct_change_3,0.00045888836
other_queries_count,first_name_queries_count_pct_change_5,0.0001818231
other_queries_count,last_name_queries_count_pct_change_1,0.018294
other_queries_count,last_name_queries_count_pct_change_3,0.0016703878
other_queries_count,last_name_queries_count_pct_change_5,0.00032532722
other_queries_count,country_queries_count_pct_change_1,0.029386982
other_queries_count,country_queries_count_pct_change_3,0.003336566
other_queries_count,country_queries_count_pct_change_5,0.0036081218
other_queries_count,other_queries_count_pct_change_1,0.024673425
other_queries_count,other_queries_count_pct_change_3,0.0036674344
other_queries_count,other_queries_count_pct_change_5,0.003432275
